Index,LENGUA_Y,LENGUA_Y2,AUTOR_APELLIDO,AUTOR_NOMBRE,AUTORES2,SEXO,AÑO,MS,TITULO,DATOS_B,IDIOMA,PAIS,ACCESO,N1,N2,BASE
413,Mojave,,Munro,Pamela,,M,1978,,Yuman personal nouns,"Proceedings of the 1977 Hokan-Yurnan languages workshop, ed. by James E. Redden 22-32. (Occasional Papers on Linguistics 2). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,lexicosemántico,n,Langdon
414,Yumanas,,Levi,Jerome Meyer,,H,1978,,Wii'ipay: the living rocks: ethnographic notes on crystal magic among some California Yumans,"Journal of California Anthropology 5:42-52. (Kumeyaay, Paipai, Kiliwa, and Cocopa evidence)",Inglés,USA,Si,lexicosemántico,n,bajacalifology
415,Yuma,,Halpern,A. M.,,H,1980,,Sex differences in Quechan narration.,Journal of California and Great Basin Anthropology 2.51-59,Inglés,USA,No,lexicosemántico,pragmática,Langdon
416,Havasupai,,Hinton,Leanne,,M,1980,,Vocables in Havasupai song,"Southwestern Indian ritual drama, ed. by Charlotte J. Frisbie, 275-305.Albuquerque: University of New Mexico Press.",Inglés,USA,No,lexicosemántico,n,Langdon
417,Hualapai,,Watahomigie,Lucille J.,"Jorigine Bender, Akira Yamamoto",M,1981,,Possession expressions and semantic classes of nouns,"Proceedings of the 1980 Hokan languages workshop, ed. by James E. Redden 100-123 (Occasional Papers in Linguistics 9). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,lexicosemántico,n,Langdon
418,Hualapai,,Watahomigie,Lucille J.,"Jorigine Bender, Akira Yamamoto",M,1982,,Expressions of habit/repetition,"Proceedings of the 1981 Hokan languages workshop and Penutian languages conference, ed. by James E. Redden 37-41. (Occasional Papers on Linguistics 10) Department ofLinguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,lexicosemántico,n,Langdon
419,Havasupai,,Hinton,Leanne,past and present staff members of the Bilingual Educational Program and the Havasupai community,M,1984,,A dictionary of the Havasupai language,The Havasupai Tribe.,Inglés,USA,No,lexicosemántico,n,Langdon
420,Kiliwa,,Mixco,Mauricio J.,,H,1985,,Kiliwa Dictionary,University of Utah Anthropological Papers 109,Inglés,USA,No,lexicosemántico,n,Langdon
421,Hualapai,,Redden,James E.,,H,1987,,Number in Wapapai,"Proceedings of the Second Annual Meeting of the Pacific linguistics conference, ed. by S. Delancey and R.S. Tomlin 419-421. Department of Linguistics, University of Oregon at Eugene",Inglés,USA,Si,lexicosemántico,n,Langdon
422,n,,Hinton,Leanne,,M,1988,,Native California names on the land.,News from Native California 2.1.22-23,Inglés,USA,No,lexicosemántico,n,Langdon
423,Yumanas,,Hinton,Leanne,,M,1988,,On the origin of California tribal names,News from Native California 2.4.27-28,Inglés,USA,No,lexicosemántico,n,Langdon
424,Diegueño,,Miller,Amy,,M,1989,,A special word in Jamul Diegueño,"Kansas Working Papers in Linguistics 14, No.2, Studies in NativeAmerican Languages 68-87.",Inglés,USA,No,lexicosemántico,n,Langdon
425,Walapai,,Redden,James E.,,H,1990,,Walapai Kinship Tenninology,"Proceedings of the 1990 Hokan-Penutian languages workshop, ed. By James E. Redden 178-183 (Occasional Papers on Linguistics 15). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,lexicosemántico,n,Langdon
426,Walapai,,Winter,Werner,,H,1990,,Non-Walapai words in Walapai.,"Proceedings of the 1990 Hokan-Penutian languages workshop, ed. By James E. Redden 191-197. (Occasional Papers on Linguistics 15). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,lexicosemántico,n,Langdon
427,Walapai,,Redden,James E.,,H,1991,,Accusative locatives and other locatives in Walapai.,"Papers from the American Indian Languages Conferences at UCSC, ed. by James E. Redden 92-96 (Occasional Papers on Linguistics 16). Department of Linguistics, Southern Illinois University at Carbondale",Inglés,USA,No,lexicosemántico,sintaxis,Langdon
428,Diegueño,,Langdon,Margaret,,M,1992,,An early Diegueño wordlist,"Papers from the 1992 Hokan-Penutian languages conference and the J.P. Harrington conference at UCSB and Museum of Natural History, Santa Barbara, ed. by James E. Redden 61-69 (Occasional Papers on Linguistics 17). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,lexicosemántico,n,Langdon
429,Kiliwa,,Mixco,Mauricio J.,,H,1992,,The role of metaphor in Kiliwa kinship and religion,Anthropological Linguistics 34:138-158,Inglés,USA,No,lexicosemántico,n,Langdon
430,Yumanas,,Munro,Pamela,,M,1992,,Comparatives in Yuman Languages,"Papers from the 1992 Hokan-Penutian Languages Conference amd the J.P. Harrington Conference at UCSB & Museum of Natural History, Santa Barbara 132-145, ed. by James E. Redden 132-14 (Occasional Papers on Linguistics 17). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,lexicosemántico,n,Langdon
431,Mojave,,Munro,Pamela,"Nellie Brown, Judith G. Crawford",M,1992,,A Mojave dictionary,"UCLA Occasional Papers in Linguistics 10. Department of Linguistics, UCLA. Munro, Pamela and Molly Star Fasthorse",Inglés,USA,No,lexicosemántico,n,Langdon
432,Walapai,,Redden,James E.,,H,1992,,Statives in Walapai,"Papers from the 1992 Hokan-Penutian Languages Conference and the J.P Harrington Conference at UCSB & Museum of Natural History, Santa Barbara, ed. by James E. Redden 82-89 (Occasional Papers On Linguistics 17 ) Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,lexicosemántico,n,Langdon
433,Kiliwa,,Mixco,Mauricio J.,,H,1994,,Etnosemántica del parentesco kiliwa,"Memorias del II Encuentro de Lingüística en el Noroeste, Ed. Zarina Estrada Fernández. Universidad de Sonora, Hermosillo, 1994, t. 2, pp. 275-296. Semántica y Etnolingüística. Lenguas Mexicanas: Kiliwa.",Español,México,No,lexicosemántico,n,lingmex
434,Tolkapaya,,Munro,Pamela,Molly Star Fasthorse,M,1995,ms,Tolkapaya Yavapai Dictionary,n,Inglés,USA,No,lexicosemántico,n,Langdon
435,Kiliwa,,Estrada Ramirez,Arnulfo,Leonor Fardlow Espinoza,H,2007,,Diccionario práctico de la lengua kiliwa," Instituto Nacional de Lenguas Indígenas, México.",Español,México,Si,lexicosemántico,n,bajacalifology
436,Pa ipai,,Sánchez Fernández,Manuel Alejandro,,H,2016,,Deixis espacial y demostrativos en la lengua paipai,Tesis Maestría. Universidad de Sonora. Departamento de Letras y Lingüística,Español,México,Si,lexicosemántico,n,propio
437,Pa ipai,,Sánchez Fernández,Manuel Alejandro,,H,2017,,Tipología semántica de los marcos de referencia espaciales (MR): caso paipai-español,"En Sima-Lozano. E. G., Fong-Flores J. E. y Galván, D. T. E. (Coord.) Nuevas fronteras en la traducción e interpretación. UABC.",Español,México,Si,lexicosemántico,n,propio
438,Yumanas,,Langdon,Margaret,"James Crawford, Leanne Hinton, Mauricio Mixco, Pamela Munro ",M,nd,ms,A Comparative Dictionary of the Yuman Languages. [in preparation),n,Inglés,USA,No,lexicosemántico,n,Langdon
439,Yuma,,Miller,Amy,,M,nd,ms,Preliminary version of Yuma dictionary,"(compiled from the database for the Comparative Dictionary of the Yuman Languages at UCSD, data from Halpern 1946-47.)",Inglés,USA,No,lexicosemántico,n,Langdon
440,Kiliwa,,Mixco,Mauricio J.,,H,nd,ms,Kiliwa field notes: verbs,n,Inglés,USA,No,lexicosemántico,n,Langdon
441,Diegueño,,Walker,Gennie M,,M,nd,ms,English-Tiipay Aaffiipay Aa-English Dictionary,[Compiled by Amy Miller.],Inglés,USA,No,lexicosemántico,n,Langdon
442,Walapai,,Redden,James E.,,H,1966,,Walapai Il: morphology,International Journal of American Linguistics 32.141-163.,Inglés,USA,Si,morfología,n,Langdon
443,Yumanas,,Langdon,Margaret,,M,1968,ms,Proto-Yuman verb morphology,n,Inglés,USA,No,morfología,n,Langdon
444,Diegueño,,Walker,Douglas W.,,H,1970,,Diegueño plural formation,Linguistic Notes from La Jolla 4.1-15.,Inglés,USA,No,morfología,n,Langdon
445,Yumanas,,Hinton,Leanne,,M,1971,ms,Yuman pluralization processes - A preliminary report,n,Inglés,USA,No,morfología,n,Langdon
446,Havasupai,,Hinton,Leanne,,M,1972,ms,The meaning of v. [in havasupai],n,Inglés,USA,No,morfología,n,Langdon
447,Mojave,,Munro,Pamela,,M,1973,,Nominalization and plurality in Mojave. You take the high node and I'll take the low node.,"Proceedings, Chicago Linguistic Society Comparative Syntax Festival, ed. by C. Corum et. al. 53-64.",Inglés,USA,No,morfología,n,Langdon
448,Pa ipai,,Joël,Judith,,M,1974,ms,The -k and -m suffixes in Paipai,n,Inglés,USA,No,morfología,n,Langdon
449,Yuma,,Karelitz,Carolyn,,M,1975,,The /-m/ as a verb suffix in Kwtsaan,n,Inglés,USA,No,morfología,n,Langdon
450,Walapai,,Yamamoto,Akira,,H,1975,ms,Interpretation of -k and -m once again,n,Inglés,USA,No,morfología,n,Langdon
451,Yuma,,Norwood,Susan,,M,1976,,Kwtsaan lyvii as an enclitic,"Proceedings of the first Yuman languages workshop, ed. by James E. Redden 78-87. (University Museum Studies 7). Carbondale: Southern Illinois University.",Inglés,USA,Si,morfología,n,Langdon
452,Walapai,,Yamamoto,Akira,,H,1976,,Notes on the interpretation of /-m/ and /-k/ in Walapai,"Proceedings of the first Yuman languages workshop149-152, ed. by James E. Redden. (University Museum Studies 7). Carbondale: Southern Illinois University.",Inglés,USA,Si,morfología,n,Langdon
453,Mojave,,Munro,Pamela,,M,1977,,The Yuman n- prefix,"Proceedings of the 1976 Hokan-Yuman languages workshop, ed. by James E. Redden 52-59. (University Museum Studies 11) Carbondale: Southern Illinois University.",Inglés,USA,Si,morfología,n,Langdon
454,Walapai,,Redden,James E.,,H,1977,,Notes on Walapai verb root structure,"Proceedings of the 1976 Hokan-Yuman languages workshop, ed. By James E. Redden 29-33. (University Museum Studies 11). Carbondale: Southern Illinois University.",Inglés,USA,Si,morfología,n,Langdon
455,Walapai,,Yamamoto,Akira,,H,1977,,Some processes of compounding in Walapai,"Proceedings of the 1976 Hokan-Yuman languagesworkshop, ed. by James E. Redden 34-36. (University Museum Studies 11). Carbondale: Southern IllinoisUniversity.",Inglés,USA,Si,morfología,n,Langdon
456,Tolkapaya,,Hardy,Heather K.,Lynn M. Gordon,M,1978,,Morphemes of epistemic contrast in Tolkapaya,"Proceedings of the 1977 Hokan-Yuman languages workshop, ed by James E. Redden 4-21 (Occasional Papers on Linguisitics, 2). Carbondale: Souther Illinois University",Inglés,USA,Si,morfología,n,Langdon
457,Yumanas,,Langdon,Margaret,,M,1978,,The origin of possession markers in Yuman.,"Proceedings of the 1977 Hokan-Yuman languages workshop, ed. by James E. Redden 33-42 (Occasional Papers on Linguistics 2). Deparunent of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,morfología,n,Langdon
458,Walapai,,Redden,James E.,,H,1978,,The Walapai intensive prefixes /vi-/ and /ɲi-/.,"Proceedings of the 1977 Hokan-Yuman languagesworkshop, ed. by James E. Redden 1-3. (Occasional Paper on Linguistics 2). Department of Linguistics, SouthernIllinois University at Carbondale.",Inglés,USA,Si,morfología,lexicosemántico,Langdon
459,Tolkapaya,,Hardy,Heather K.,,M,1979,,An integrated account of the morpheme θ in Tolkapaya.,"Proceedings of the 1979 Hokan languages workshop, ed. By James E. Redden 19-28 (Occasional Papers on Linguisitics 5). Departament of Linguistics, Southern Illinois University Carbondale",Inglés,USA,Si,morfología,n,Langdon
460,Walapai,,Redden,James E.,,H,1980,,On Walapai /-k/ and /-m/,"Proceedings of the 1979 Hokan languages workshop, ed. by James E. Redden 68-71. (Occasional Papers on Linguistics 7). Departmnent of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,morfología,n,Langdon
461,Mojave,,Munro,Pamela,,M,1981,,Mojave -k and -m: It ain't necessarily so,"Proceedings of the 1980 Hokan languages workshop, ed. By James E. Redden 124-129 (Occasional Papers on Linguistics 9). Department of Linguistics, Southern Illinois University Carbondale.",Inglés,USA,Si,morfología,n,Langdon
462,Yumanas,,Sproat,Richard,,H,1981,,Southern California reflexives: an example of translation borrowing?,Journal of California and Great Basin Anthropology Papers in Linguistics 3.77-94.,Inglés,USA,No,morfología,lexicosemántico,Langdon
463,Maricopa,,Thomas-Flinders,Tracy,,H,1981,ms,Aspects of Maricopa verb morphology,n,Inglés,USA,No,morfología,n,Langdon
464,Kiliwa,,Mixco,Mauricio J.,,H,1983,ms,The origin of the Kiliwa iterative/durative aspectual suffix.,n,Inglés,USA,No,morfología,lexicosemántico,Langdon
465,Hualapai,,Watahomigie,Lucille J.,Akira Yamamoto,M,1983,,Gigyayk Vo:jka (Walk strong!).,"Banning, CA: Malki Museum Press [Yuman poetry with morphological analysis.",Inglés,USA,No,morfología,pragmática,Langdon
466,Yumanas,,Langdon,Margaret,,M,1985,,Did Proto-Yuman have a prefix *a:-ʔ,"Studia Linguistica Diachronica et Synchronica, ed by Pieper/Stickel503-517. Berlin: Mouton de Gruyter.",Inglés,Alemania,Si,morfología,n,Langdon
467,Hualapai,,Redden,James E.,,H,1986,,The Hualapai Auxiliary /-i/ say,"Papers from the 1983, 1984, and 1985 Hokan-Penutian Languages Conferences, ed. by James E. Redden 1-3 (Occasional Papers on Linguistics, 13). Carbondale: Southern Illinois University.",Inglés,USA,Si,morfología,sintaxis,Langdon
468,Yumanas,,Langdon,Margaret,,M,1988,,Number suppletion in Yuman,"In honor of Mary Haas-From the Haas festival conference on NativeAmerican languages, ed. by William Shipley 483-496. Berlin: Mouton de Gruyter.",Inglés,USA,No,morfología,n,Langdon
469,Hualapai,,Redden,James E.,,H,1988,,The Hualapai /-ð/ suffixes,"Papers from the 1987 Hokan-Penutian Languages Workshop and Friends of Uto-Aztecan Workshop, ed. by James E. Redden 82-86 (Occasional Papers on Linguistics 14). Department of Linguistics, Southern Illinois University Carbondale.",Inglés,USA,Si,morfología,n,Langdon
470,Yumanas,,Munro,Pamela,Lynn Gordon,M,1989,,Inflectional ablaut in the River languages,"Papers from the 1989 Hokan-Penutian Languages Workshop, compiled by Scott Delancey 69-86. (University of Oregon Papers in Linguistics 2).",Inglés,USA,No,morfología,fonología,Langdon
471,yumanas,,Langdon,Margaret,,M,1990,,Morphosyntax and problems of reconstruction in Yuman and Hokan,"Linguistic change and reconstruction methodology, ed. by Philip Baldi 57-72. (Trends in Linguistics: Studies and Monographs 45). Berlin-NewYork: Mouton de Gruyter.",Inglés,USA,No,morfología,sintaxis,Langdon
472,Yumanas,,Langdon,Margaret,,M,1991,,Yuman plurals: from derivation to inflection to noun agreement,Linguistic Notes from La Jolla 16.54-70.,Inglés,USA,No,morfología,n,Langdon
473,Walapai,,Redden,James E.,,H,1991,,Walapai noun compounds.,"1990 Mid-America Linguistics Conference Papers, ed. by F. lngemann 305-309. Lawrence: University of Kansas.",Inglés,USA,No,morfología,n,Langdon
474,Yumanas,,Langdon,Margaret,,M,1992,,Yuman plurals: from derivation to inflection to noun agreement,International Journal of American Linguistics 58.405-424. [new version of LNLJ 16.54-70),Inglés,USA,No,morfología,n,Langdon
475,Yuma,,Miller,Amy,,M,1992,,-k and-m Yuma narrative texts.,"Papers from the 1992 Hokan-Penutian Languages Conference and the J.P. Harrington Conference at UCSB & Museum of Natural History, Santa Barbara, ed. by James E. Redden 69-81 (Occasional Papers on Linguistics 17). Department of Linguistics, Southern Illinois University at Carbondale).",Inglés,USA,Si,morfología,sintaxis,Langdon
476,Kiliwa,,Mixco,Mauricio J.,,H,1995,,La aparición del posclítico aspectual iterativo en el kiliwa,"Vitalidad e influencia de las lenguas indígenas en Latinoamérica. II Coloquio Mauricio Swadesh, Comps. Ramón Arzápalo Marín y Yolanda Lastra. Universidad Nacional Autónoma de México, México, 1995, pp. 353-364. Morfosintaxis y Tipología. Lenguas Mexicanas: Kiliwa.",Español,México,No,morfología,n,lingmex
477,Yumanas,,Winter,Werner,,H,1998,ms,ʔ- in Yuman nouns,"Studies in American Indian Languages: Description and Theory, ed. By Leanne Hinton y Pamela Munro, University of California Press: California, USA. Pp. 72-87",Inglés,USA,Si,morfología,n,propio
478,Tolkapaya,,Hardy,Heather K.,,M,nd,ms,Demonstrative and verbal suffixes in Tolkapaya: An outline [to appear],n,Inglés,USA,No,morfología,lexicosemántico,Langdon
479,n,,Scouler,John,,H,1841,,Observations on the indigenous tribes of the N.W. coast of America,"Journal of the Royal Geographical Society, London 11.215-251. [Contains a Diegueño word list collected by Thomas Coulter]",Inglés,USA,No,n,n,Langdon
480,n,,Pilling,James Constantine,,H,1885,,Proof-sheets of a bibliography of the languages of the North American Indians,"(Bureau of American Ethnology miscellaneous publications 2). Washington, DC: Government Printing Office. [Includes Yuman languages).",Inglés,USA,No,n,n,Langdon
481,n,,Shaul,David Leelom,John M. Andersen,H,1889,,A case for Yuman participation in the Hohokam regional system,Kiva 54: 105-26.,Inglés,USA,No,n,n,Langdon
482,n,,Trippel,E. J.,,S,1889,,The Yuma Indians,Overland Monthly ser.2 13(78).561-584; 14 (79):1-11.,Inglés,USA,No,n,n,Langdon
483,n,,Putnam,G. R.,,S,1895,,A Yuma cremation,American Anthropologist 8.264-267,Inglés,USA,No,n,n,Langdon
484,n,,Rust,Horatio N.,,H,1906,,A puberty ceremony of the Mission Indians,American Antiquity 8.28-32,Inglés,USA,No,n,n,Langdon
485,n,,Henshaw,H. W.,F. W. Hodge,S,1907,,Comeya,"U.S. Bureau of American Ethnology Bulletin 30, No.1",Inglés,USA,No,n,n,Langdon
486,n,,Kroeber,A. L.,,H,1920,,Yuman tribes of the lower Colorado,University of California Publications in American Archaeology and Ethnology 16.,Inglés,USA,No,n,n,Langdon
487,n,,Spier,Leslie,,M,1923,,Southern Diegueño customs,University of California Publications in American Archaeology and Ethnology 20.297-358.,Inglés,USA,No,n,n,Langdon
488,n,,Kroeber,A. L.,,H,1925,,Handbook of the Indians of California.,"Bureau of American Ethnology-Bulletin 78. (Reprinted 1953, Berkeley: California Book Co. Ltd.)",Inglés,USA,No,n,n,Langdon
489,n,,Spier,Leslie,,M,1928,,Havasupai ethnography,"American Museum of Natural History Anthropological Papers 29, part 3.",Inglés,USA,No,n,n,Langdon
490,n,,Herzog,George,,H,1928,,The Yuman musical style,Journal of American Folklore 41.183-213,Inglés,USA,No,n,n,Langdon
491,n,,Woodward,A.,,S,1934,,"Notes on the Indians of San Diego County, from the manuscripts of Judge Benjamin Hayes.",n,Inglés,USA,No,n,n,Langdon
492,n,,Spier,Leslie,,M,1935,,Yuman Tribes of the Gila River,Chicago: University of Chicago Press.,Inglés,USA,No,n,n,Langdon
493,n,,Meigs,P. III,,H,1935,,The Dominican Mission Frontier of Lower California,Berkeley: University of California Press,Inglés,USA,No,n,n,Langdon
494,n,,Meigs,P. III,,H,1939,,The Kiliwa Indians of Lower California,Ibero.Americana 15.,Inglés,USA,No,n,n,Langdon
495,n,,Rogers,Malcolm J.,,H,1945,,An outline of Yuman prehistory,Southwestern Journal of Anthropology 1.1:167-198.,Inglés,USA,No,n,n,Langdon
496,n,,Treganza,A. E.,,S,1947,,Possibilities of an aboriginal practice of agriculture among the Southern Diegueño,n,Inglés,USA,No,n,n,Langdon
497,n,,Massey,W. C.,,H,1949,,Tribes and languages of Baja California,Southwestern Journal of Anthropology 5.272-307.,Inglés,USA,No,n,n,Langdon
498,n,,Hohenthal,W. D. Jr.,,S,1950,,Southern Diegueño use and knowledge of lithic materials (I),Proceedings of the Kroeber Anthropological Society 2.9-15.,Inglés,USA,No,n,n,Langdon
499,n,,Newman,Stanley,,H,1954,,American Indian linguistics in the southwest,Anthropologist 56.626-644. [page 632 summarizesthe status of Yuman studies at that time.),Inglés,USA,Si,n,n,Langdon
500,n,,Hinton,Thomas,Roger C. Owen,M,1957,,Some surviving Yuman groups in Northern Baja California,America lndfgena 17.87-101,Inglés,USA,No,n,n,Langdon
501,n,,Owen,Roger,,H,1960,,Notes on remaining indigenous languages in northern Sonora and Baja California,Katunob 1.4.14-15,Inglés,USA,Si,n,n,Langdon
502,n,,Hicks,Frederic,,H,1963,,Ecological aspects of aboriginal culture in the Wester Yuman area,UCLA dissertation,Inglés,USA,No,n,n,Langdon
503,n,,Luomala,Katherine,,M,1963,,Flexibility in sib affiliation among the Diegueño,Ethnology 2.282-301,Inglés,USA,No,n,n,Langdon
504,n,,Moriarty,James Robert,,H,1965,,"Cosmogony, rituals, and medical practice among the Diegueño Indians of Southern California","Anthropological Journal of Canada. Vol. 3, No. 3.",Inglés,Canada,No,n,n,Langdon
505,n,,Owen,Roger,,H,1965,,The patrilocal band: a linguistically and culturally hybrid social unit,American Anthropologist 67.675-690.,Inglés,USA,Si,n,n,Langdon
506,n,,Shipek,Florence,,M,1966,,San Diego County Indians,"Bear Facts Vol. IV, No. 9, Issue 39, pp. 6-7.",Inglés,USA,No,n,n,Langdon
507,n,,Winter,Werner,,H,1967,,The identity of the Paipai (Akwa'ala).,"Studies in Southwestern Ethnolinguistics, ed. by Dell H. Hymes and William E. Bittle 312-378. The Hague-Paris: Mouton.",Inglés,USA,No,n,n,Langdon
508,n,,Voegelin,C. F.,"F. M. Voegelin, Noel W. Schutz Jr.",S,1967,,The language situation in Arizona as part of the southwest culture area,"Studies in Southwestern Ethnolinguistics. ed. by Dell H. Hymes and William E. Bittle 403-451. [Especially section G, The exclusively southwestern Yuman family 419-428].",Inglés,USA,No,n,n,Langdon
509,n,,Langdon,Margaret,,M,1968,,"Pronunciation guide. The autobiography of Delfina Cuero, by Florence C. Shipek 19-20.",Los Angeles: Dawson's Book Shop.,Inglés,USA,No,n,n,Langdon
510,n,,Shipek,Florence,,M,1968,,The autobiography of Delfina Cuero,n,Inglés,USA,No,n,n,Langdon
511,n,,Woordward,J.,,S,1968,,The anniversary: a contemporary Diegueño complex,Ethnology 7.86-94.,Inglés,USA,No,n,n,Langdon
512,n,,Langdon,Margaret,,M,1970,,"Rev. of A comparative study of Yuman consonantism, by Alan Wares",Language 46.533-544.,Inglés,USA,Si,n,n,Langdon
513,n,,Sodergerg,Paul S.,,H,1970,ms,"The migrations of the Maricopa, the Kavelchadom, the Halchidhoma, the Kohuana, and the Halyikwamai Indian tribes to the Gila River.",n,Inglés,USA,No,n,n,Langdon
514,n,,Sawyer,Jesse,,M,1971,,Studies in American Indian languages,"University of California Publications in Linguistics 65. Schwartz, Douglas W.",Inglés,USA,Si,n,n,Langdon
515,n,,Langdon,Margaret,,M,1973,,"Introduction and Notes to A dictionary of Mesa Grande Diegueiio, by Ted Couro and Christina Hutcheson.","Banning, CA: Malki Museum Press",Inglés,USA,No,n,n,Langdon
516,n,,Hinton,Leanne,,M,1975,,"Havasu Baa Gwaawje [a monthly column appearing in Canyon Shadows, the Havasupai tribal paper, lessons 1-12]",n,Inglés,USA,No,n,n,Langdon
517,n,,Kendall,Martha B.,,M,1975,,"Rev. of A dictionary of Mesa Grande Diegueño, by Ted Couro and Christina Hutcheson",InternationalJournal of American Linguistics 41.91-93.,Inglés,USA,Si,n,n,Langdon
518,n,,Langacker,Ronald W.,Pamela Munro,H,1975,,Passives and their meaning,n,Inglés,USA,Si,n,n,Langdon
519,n,,Winter,Werner,,H,1975,ms,Some assumptions concerning verbal -k and -m suffixes,[Paper prepared for the first Yuman workshop.],Inglés,USA,No,n,n,Langdon
520,n,,Khera,Sigrid,Pamea S. Mariella,M,1976,,Yavapai,"Handbook of North American Indians 10.38-54. Washington: Smithsonian Institution. King, Phyllis",Inglés,USA,No,n,n,Langdon
521,n,,Sunn,Nick,Henry O. Harwell,H,1976,,An account of Maricopa origins,"Yuman texts, ed. by Margaret Langdon 26-30. (UAL-NATS 1.3). Chicago:University of Chicago Press.",Inglés,USA,Si,n,n,Langdon
522,n,,Langdon,Margaret,Shirley Silver,M,1976,,Hokan Studies,"Papers from the first conference on Hokan languages, held in San Diego, California, April 1970. (Janua Linguarum-Series Practica 181). The Hague: Mouton.",Inglés,USA,No,n,n,Langdon
523,n,,Mixco,Mauricio J.,,H,1976,,Three of Us.,Ethnographic film on the Paipai and Kiliwa of Lower California. Mexico [15 minutes color]. Salt Lake City: Nye Films.,Inglés,USA,No,n,n,Langdon
524,n,,Shaterian,Alana,,H,1976,ms,Periphery or migration-resolved.,n,Inglés,USA,No,n,n,Langdon
525,n,,Kelly,William H.,,H,1977,,Cocopa ethnography,Anthropological Papers of the University of Arizona 29. Tucson: University of Arizona Press.,Inglés,USA,No,n,n,Langdon
526,n,,Kendall,Martha B.,,M,1977,ms,Fission and fusion in Yuman,n,Inglés,USA,No,n,n,Langdon
527,n,,Hinton,Leanne,,M,1978,,"Review of Selected problems in Yavapai syntax, by Martha B. Kendall",Language 54.489-492,Inglés,USA,No,n,n,Langdon
528,n,,Luomala,Katherine,,M,1978,,Tipai and Ipai.,Handbook of North American Indians 8.592-609. Washington: Smithsonian Institution.,Inglés,USA,No,n,n,Langdon
529,n,,Mixco,Mauricio J.,,H,1978,,"Rev. of Mojave syntax, by Pamela Munro",Language 54.485-489,Inglés,USA,Si,n,n,Langdon
530,n,,Ochoa Zazueta,Jesús Angel,,H,1978,,Distribución actual de los grupos indígenas de Baja California,Calafia 3.6.21-60,Español,México,No,n,n,Langdon
531,n,,Shipek,Florence,,M,1978,,History of Southern California Mission Indians.,n,Inglés,USA,No,n,n,Langdon
532,n,,Shipley,William F.,,H,1978,,Native languages of California,Handbook of North American Indians 8:80-90. Washington: Smithsonian Institution,Inglés,USA,No,n,n,Langdon
533,n,,Munro,Pamela,,M,1980,,Indian languages,"American Academic Encyclopedia 98-101. Princeton, NJ: Arete Publishing, Co.",Inglés,USA,No,n,n,Langdon
534,n,,Michelsen,Ralph,,H,1981,,Peon: A North American Indian game of strategy,UC Irvine dissertation.,Inglés,USA,No,n,n,Langdon
535,n,,Hinton,Leanne,,M,1982,ms,The new women's songs: A new Hualapai genre.,n,Inglés,USA,No,n,n,Langdon
536,n,,Kendall,Martha B.,,M,1983,,Yuman languages,Handbook of North American Indians,Inglés,USA,No,n,n,Langdon
537,n,,McGuire,Thomas R.,,H,1983,,Walapai.,Handbook of North American Indians 10:25-37. Washington: Smithsonian Institution.,Inglés,USA,No,n,n,Langdon
538,n,,Harwell,Henry O,Marsha C. S. Kelly,H,1983,,Maricopa,"Handbook of North American Indians 10. 71-85. Smithsonian Institution: Washington. Sundheim, Beth",Inglés,USA,No,n,n,Langdon
539,n,,Stewart,Kenneth M.,,H,1983,,Mohave,"Handbook of North American Indians 10.55-70. Smithsonian Institution: Washington. Sundheim, Beth",Inglés,USA,No,n,n,Langdon
540,n,,Schwartz,Douglas W.,,H,1983,,Havasupai,"Handbook of North American Indians 10.13-24. Washington: Smithsonian Institution. Scouler, John",Inglés,USA,No,n,n,Langdon
541,n,,Stewart,Kenneth M.,,H,1983,,Yumans: Introduction,Handbook of North American Indians 10.1-3. Washington: Smithsonian Institution.,Inglés,USA,No,n,n,Langdon
542,n,,Trujillo R.,Héctor Benhamín,,H,1983,,Lenguas en extinción: las hokanas de Baja California.,Meyibó 1(3):63-88. ,Español,México,Si,n,n,propio
543,n,,Hinton,Leanne,Alan Shaterian,M,1985,ms,Exceptions to the p > v rule: a study in sound symbolism.,n,Inglés,USA,No,n,n,Langdon
544,n,,Hedges,Ken,Christina Beresford,H,1986,,Santa Ysabel Ethnobotany,San Diego Museum of Man Ethnic Technology Notes 20,Inglés,USA,No,n,n,Langdon
545,n,,Hinton,Leanne,,M,1986,,Musical diffusion and linguistic diffusion.,"Anthropology and music: Essays in honor of David P. McAllester,ed by Charlotte Frisbie. Detroit Monographs in Musicology 9. Detroit: Information Coordinators",Inglés,USA,No,n,n,Langdon
546,n,,Hinton,Leanne,,M,1986,,Mojave Music,"The New Grove Dictionary of Music in the United States. New York: Grove's Dictionariesof Music, Inc.",Inglés,USA,No,n,n,Langdon
